userWallet,credit_score
0x00000000001accfa9cef68cf5371a23025b6d4b6,757.0511287183675
0x000000000051d07a4fb3bd10121a343d85818da6,885.5072733162108
0x000000000096026fb41fc39f9875d164bd82e2dc,852.3786059388494
0x0000000000e189dd664b9ab08a33c4839953852c,698.7005255585537
0x0000000002032370b971dabd36d72f3e5a7bf1ee,802.7987518060381
0x000000000a38444e0a6e37d3b630d7e855a7cb13,943.2892447249321
0x000000003853fcedcd0355fec98ca3192833f00b,866.2206173189525
0x000000003ce0cf2c037493b1dc087204bd7f713e,806.6029021498082
0x000000007858e6f2668e1e06111cfa24403a5466,847.4786713349746
0x00000001a0f57e850c9db68b4a9bc34677437c5c,721.9229881956958
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,922.3995188944496
0x00000029ff545c86524ade7caf132527707948c4,915.1514800767608
0x00000087c4cebffb95746d1935de7fbcab092f40,758.9872669746821
0x000000e28faa823d5b53ff6c2922c28335840375,899.0222398484943
0x000006eee6e39015cb523aebdd4d0b1855aba682,921.1598418904649
0x00000a9c78912badb92d73b6ed26456e11def5eb,721.7093406094555
0x00001bc47f0973f794f79c16121cee879e272d6a,688.712904648543
0x00002b503a75998c97508916a74fdb41934fa030,919.0738519349799
0x0000897253cc85f7547317eb2080b36b3255687a,903.0287595485256
0x0000b252c943089fbba5554a1d196ef79bc77e4f,719.6272895241464
0x0000ce08fa224696a819877070bf378e8b131acf,654.0258488554341
0x00010a708585ba4812a1c5976182626c75cb7a6b,922.9308594534955
0x00016fc0c9f7620e920e1423fd455f9574f48025,872.6770789149873
0x0002761e848b24046a53d494847b11a3e1d36b09,857.24395646733
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,740.1060611625894
0x0003816b25fd3d6c112eb65c089760fa3f791947,880.9204579615127
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,770.9754179711748
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,753.8675851974756
0x0003f46779806fe779e7f30eec95dbdb4d45840b,709.3873397971246
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,772.3435700118563
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,746.8385944551258
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,843.1090366571946
0x0005696d4be2359526c497fe4a4c0620b41f2426,894.99768147202
0x000660cad76200a2e326f53e033919905e6c50f5,719.3917392996641
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,857.9474275014725
0x00080000158a9930aeb508823103b0a977161c47,886.0121869022325
0x00099b1263c22ae2ce0a52624cef2a012e751970,879.2763112923582
0x0009ce45d5df78e632a0b4987079432dfba2253a,840.091898366394
0x000a27ba176083e4b50177378cbe7469a00dd557,753.5232812878361
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,789.3147687182329
0x000ab43e658935ba39504a1424b01756c1e9644c,691.3646957015678
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,933.5138095858202
0x000c8e2871750f458bf1de8ab528dda09bc95db6,878.6921672298794
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,920.6830588539939
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,919.9959521470631
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,823.6803794603833
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,847.3736413225317
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,869.6150783233049
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,932.1350106784055
0x000e840a3122ec28d0c29321db172375cb049762,923.0568685003851
0x000e9bd1d42999446d60ff60f1fb3afb13604202,889.127546639524
0x000eab293e332bd6e67018a9150e8807bfac3233,857.6967153106746
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,908.5152533283144
0x000f4432a40560bbff1b581a8b7aded8dab80026,938.2192437332681
0x000f7f22bfc28d940d4b68e13213ab17cf107790,915.7953066484065
0x000f908720f9ce164d90f4fc89459fab4442907f,875.810611117886
0x000fbfec300959d0f2f327728a889c1f5de8e2df,898.9875355386778
0x0011730224657eb527cf736039854c3a3f140e63,869.3577665963795
0x00120ea6fdbaf057eadc1bd149f957488444e92c,885.5891289853319
0x0012668072f7e0579caf7e047713d8b6d476d0db,874.6738808640177
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,812.5096730772245
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,650.0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,849.290371401735
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,743.1208411943062
0x0014dfac19477a83d7354e6eaac28642c1959398,948.4867476616738
0x001589fe1923c2118f34e4277f2ef650fcbf0161,778.4631009741429
0x00159370cbe576b765a7fb2e78582e0cb563d445,729.1743115439565
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,732.5253213985652
0x0016469a65facda9e86fd0ae0e9661128843c224,676.524721412535
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,849.2465126516822
0x00183135585d70a523d61b2e43037a7138b36906,751.5320083328635
0x00184e8aa1e95f491f2d9601e12b540092160ded,868.1699641334117
0x0018583d7654803d2c59467e10dec5f70bbe1851,847.4091823696294
0x001875a076b3cfe1c9535d76b0345c16e3d61118,741.8081606151259
0x0018d044b946ede86b43bb3b964a45772a5abeb9,948.4759339786476
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,577.2218669113414
0x0019bd9f6142943f3a03a8a62d0001a95213f555,846.8993759601453
0x001b024b98ee862aa01eea595c4c16a0213d2611,741.2661492992451
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,908.266129160049
0x001bc97d92e1a30b02d4e75be25f06063555d556,939.0303062201043
0x001be549fa377710b9e59d57bbdf593ce1e379ca,890.3020385933294
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,883.9071363899557
0x001d2a3192a49e28cac0a7abcaa916648c62b982,859.4752500204679
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,719.7053657404243
0x001f96b7e19a54ae45f451b0148336504d03fdcf,750.7761809650083
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,935.0460336085523
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,700.3463119833461
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,650.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,877.5906614916616
0x00222d56e0509a5e9ab05c588c548290a5e9f876,857.735062207679
0x002379916ac42a432f3b53f16782d33267debb4c,858.0967527616331
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,741.8074796518133
0x0023d9ffe7d793895c5da5833d56c737832ead2b,732.6891622401013
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,727.2530639419986
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,869.8980872711894
0x0024461e7a8ce7157866eaa4c24b702d328250ce,650.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,838.9928363855703
0x00246f7813397868b1beec56e1677efa47816dae,919.2983260748445
0x0025a856d01a898bd52286d56c52323b13937b65,847.4801423743347
0x00261d225db379b3fc74cd0228d6f90582d39035,682.7499672915073
0x00262ffcfda82b5582d1905ca05b849f196b0419,728.7979705180766
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,848.1346845918936
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,722.1884672093311
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,849.2989430309788
0x002775390698ef16589bb22bba37ae7906ae2f36,725.3469269480929
0x0027c6cd01364a3c5d29f72269b36dfe85628193,722.2510416742106
0x0027f7335d610f15b325baa5798414548720fcaa,898.1442234070885
0x00283b611db7844cb5677b311afd67c8e3078518,728.949014526282
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,840.7989349557131
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,876.5045708431724
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,719.5807442808527
0x002aea16059a7d4bef638a03b61a9e80ef07e745,766.6488259926164
0x002bb13a55bf4525f02717708dd4534ecc475193,724.8090052733296
0x002c77a71d54e6da4b28690fe1676752a74a67eb,719.8185679901878
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,881.5084099792592
0x002d2715b179d0db3e17cc28317a98f2f65e6884,866.9683010108665
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,857.5160299967139
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,846.6560768920655
0x002de04d579930686698abab5f48bda0b24fb9fc,954.8542329488516
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,887.0556600251366
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,775.5253995975058
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,697.1120845121442
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,797.2085344579984
0x0030040e8d836ac3e546c354f9b373e70a14deeb,650.0284317656248
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,777.9435615074119
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,860.2132160013903
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,780.8407801215919
0x003094a91a3b5523bc601b221f80183bd347e9ae,741.8078380593371
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,842.017273027556
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,926.1954953128783
0x0030de8f624d2b2513c6dbbff788bb109b80304d,857.248426507196
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,799.153710777568
0x0030ee334630838ea4dee0b4b6ecbc973529031f,782.3164169939001
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,857.4856931962053
0x00326e37cef76788f6b0cf643c94481d60bd3d58,874.8559088752729
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,774.9871477666336
0x003325d3054cd7668fb16f19ea11bae6d02a474c,670.4706540642449
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,950.1224881981418
0x0034d2a08772822866b08d2c585e5c8e25723760,889.6080806805062
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,684.6045578376984
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,766.4442426122536
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,868.8635299432805
0x0036534c48a754163f0f446601f36bcfda840f57,908.6009370086439
0x00368bb9dba2ee83f3553feae59710b9c3743e09,768.4693379907334
0x0036a2f1f6136bb9d7992f7def692126a279e702,857.3057092766364
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,838.4825439687827
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,920.8679040874713
0x0037643e4ec2b622270676e9e7aa163b261cfb79,722.1215994638534
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,812.4329347620219
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,694.1290130302976
0x0038281701bf3f51fdbb18903c6e18776780a9a1,719.5264396265084
0x00389de87cae34a6f89e13cc8225c4984add8b37,790.7492592636378
0x0039e71541bdc798d062346bce94230bf519bb72,682.1365195713997
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,916.5744692185951
0x003a85c562730b196f7cba202a2515f2ff855736,974.0371679378529
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,908.2446840099968
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,740.6782332999795
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,773.4816506481072
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,774.0356610555557
0x003be39433bde975b12411fbc3025d49d813a84f,435.07994365105947
0x003cb0842811db8d115e28f13048dd83db391dcb,721.4988107925444
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,859.1111436420051
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,560.3536511445304
0x003e9a119439ef34de3237034cee95675b01d5d4,925.7727322547812
